0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:47:14 +0530] "GET /Online-Exam-Management-Web-App/getResultServlet HTTP/1.1" 200 4813
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:47:14 +0530] "GET /Online-Exam-Management-Web-App/scripts.js HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:47:15 +0530] "GET /Online-Exam-Management-Web-App/Update.jsp?resultId=3&studentId=2120&examName=OOP_MID_MALABE&examId=EXAM-8010&score=88&grade=A HTTP/1.1" 200 4676
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:47:24 +0530] "POST /Online-Exam-Management-Web-App/UpdateServlet HTTP/1.1" 200 94
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:47:25 +0530] "GET /Online-Exam-Management-Web-App/getResultServlet HTTP/1.1" 200 4831
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:47:25 +0530] "GET /Online-Exam-Management-Web-App/scripts.js HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:47:33 +0530] "GET /Online-Exam-Management-Web-App/publishResults.jsp HTTP/1.1" 200 4591
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:48:00 +0530] "POST /Online-Exam-Management-Web-App/insertServlet HTTP/1.1" 200 95
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:48:02 +0530] "GET /Online-Exam-Management-Web-App/getResultServlet HTTP/1.1" 200 5572
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:48:02 +0530] "GET /Online-Exam-Management-Web-App/scripts.js HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:48:05 +0530] "POST /Online-Exam-Management-Web-App/DeleteServlet HTTP/1.1" 200 96
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:48:06 +0530] "GET /Online-Exam-Management-Web-App/getResultServlet HTTP/1.1" 200 4831
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:48:06 +0530] "GET /Online-Exam-Management-Web-App/scripts.js HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:48:11 +0530] "GET /Online-Exam-Management-Web-App/admindashboard.jsp HTTP/1.1" 200 8021
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:48:14 +0530] "GET /Online-Exam-Management-Web-App/GetAllExamServlet HTTP/1.1" 200 8389
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:48:16 +0530] "GET /Online-Exam-Management-Web-App/admindashboard.jsp HTTP/1.1" 200 8021
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:48:17 +0530] "GET /Online-Exam-Management-Web-App/examForm.jsp HTTP/1.1" 200 7538
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:48:17 +0530] "GET /Online-Exam-Management-Web-App/css_create/stylesC.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:48:17 +0530] "GET /Online-Exam-Management-Web-App/images/exam.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:49:00 +0530] "POST /Online-Exam-Management-Web-App/ExamInsertServlet HTTP/1.1" 200 948
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:49:01 +0530] "GET /Online-Exam-Management-Web-App/GetAllExamServlet HTTP/1.1" 200 9372
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:49:05 +0530] "GET /Online-Exam-Management-Web-App/examForm.jsp HTTP/1.1" 200 7538
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:50:05 +0530] "POST /Online-Exam-Management-Web-App/ExamInsertServlet HTTP/1.1" 200 948
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:50:06 +0530] "GET /Online-Exam-Management-Web-App/GetAllExamServlet HTTP/1.1" 200 10390
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:50:12 +0530] "GET /Online-Exam-Management-Web-App/examupdate.jsp?paperID=8&Title=OOP57&Date=2024-10-25&TotalParticipants=1000&Duration=120&TotalQuestions=30&Time=12:00&Password=OOP_12 HTTP/1.1" 200 4489
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:50:12 +0530] "GET /Online-Exam-Management-Web-App/stylesU.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:50:23 +0530] "POST /Online-Exam-Management-Web-App/ExamUpdateServlet HTTP/1.1" 200 949
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:50:24 +0530] "GET /Online-Exam-Management-Web-App/GetAllExamServlet HTTP/1.1" 200 10406
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:50:28 +0530] "POST /Online-Exam-Management-Web-App/ExamDeleteServlet HTTP/1.1" 200 948
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:50:29 +0530] "GET /Online-Exam-Management-Web-App/GetAllExamServlet HTTP/1.1" 200 9388
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:51:01 +0530] "GET /Online-Exam-Management-Web-App/examForm.jsp HTTP/1.1" 200 7538
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:51:05 +0530] "GET /Online-Exam-Management-Web-App/admindashboard.jsp HTTP/1.1" 200 8021
0:0:0:0:0:0:0:1 - - [18/Oct/2024:10:51:22 +0530] "GET /Online-Exam-Management-Web-App/GetAllStudentServlet HTTP/1.1" 200 10258
0:0:0:0:0:0:0:1 - - [18/Oct/2024:11:23:29 +0530] "GET /Online-Exam-Management-Web-App/admindashboard.jsp HTTP/1.1" 200 8021
